1	1	1	-2.472109	0.259842
1	1	2	-1.414223	0.286511
1	1	3	-2.148020	0.293276
2	1	1	0.000000	0.000000
2	1	2	0.241215	0.160472
2	1	3	0.964527	0.202210
2	1	4	-0.269745	0.242511
2	1	5	-0.761418	0.297657
2	1	6	0.491516	0.230605
2	1	7	1.162547	0.307683
3	1	1	15.105798	0.249647
3	1	2	12.847417	0.229932
3	1	3	10.440135	0.201752
3	1	4	11.386610	0.252935
3	1	5	2.265082	0.192216
3	1	6	13.219578	0.195234
4	1	1	7.301435	0.220953
4	1	2	13.369889	0.202435
4	1	3	12.923760	0.206337
4	1	4	2.161957	0.230673
4	1	5	3.106068	0.285367
4	1	6	14.261334	0.269649
5	1	1	1.573772	0.262882
5	1	2	0.691052	0.175869
1	2	1	-1.192840	0.195323
1	2	2	-2.441589	0.217386
1	2	3	-1.378981	0.206191
2	2	1	0.000000	0.000000
2	2	2	-0.425870	0.201264
2	2	3	-0.255194	0.169888
2	2	4	-0.804493	0.188090
2	2	5	-0.811665	0.188113
2	2	6	-0.005421	0.186075
2	2	7	0.513855	0.196244
3	2	1	4.779502	0.250996
3	2	2	12.000855	0.200729
3	2	3	3.838752	0.198651
3	2	4	3.398227	0.197660
3	2	5	8.579710	0.184845
3	2	6	11.362622	0.204372
4	2	1	3.809366	0.187928
4	2	2	9.359450	0.178093
4	2	3	3.073878	0.244796
4	2	4	10.248666	0.228088
4	2	5	5.896052	0.258151
4	2	6	9.919364	0.250589
5	2	1	0.618191	0.177216
5	2	2	-0.154959	0.208429
1	3	1	-0.975648	0.277428
1	3	2	-1.735221	0.289860
1	3	3	-0.945482	0.230660
2	3	1	0.000000	0.000000
2	3	2	0.515065	0.245063
2	3	3	0.227606	0.277998
2	3	4	0.368102	0.196621
2	3	5	-0.693934	0.240180
2	3	6	0.548865	0.199992
2	3	7	0.420054	0.292680
3	3	1	10.245769	0.232677
3	3	2	10.740917	0.224293
3	3	3	6.459931	0.262640
3	3	4	7.015994	0.189274
3	3	5	3.130598	0.218436
3	3	6	8.273161	0.234658
4	3	1	8.650680	0.244300
4	3	2	3.645416	0.233884
4	3	3	6.444034	0.203078
4	3	4	6.222422	0.222805
4	3	5	11.699594	0.189369
4	3	6	0.000000	0.000000
5	3	1	0.882778	0.279759
5	3	2	-0.302023	0.187794
1	4	1	-1.948924	0.204315
1	4	2	-1.190512	0.190607
1	4	3	-0.596330	0.226496
2	4	1	0.000000	0.000000
2	4	2	0.956340	0.193974
2	4	3	1.090449	0.265900
2	4	4	-0.032629	0.242285
2	4	5	-0.299765	0.184200
2	4	6	0.421150	0.238453
2	4	7	-0.219788	0.201872
3	4	1	5.827262	0.172311
3	4	2	8.444022	0.226214
3	4	3	5.765516	0.235642
3	4	4	2.357622	0.243385
3	4	5	1.306427	0.192050
3	4	6	3.600057	0.179249
4	4	1	8.659392	0.175973
4	4	2	8.884833	0.212201
4	4	3	6.647596	0.217060
4	4	4	5.163390	0.187264
4	4	5	8.471906	0.233179
4	4	6	2.584546	0.234631
5	4	1	0.764915	0.239863
5	4	2	0.960448	0.199167
1	5	1	-0.981972	0.270093
1	5	2	-0.642864	0.322256
1	5	3	-0.683386	0.330854
2	5	1	0.000000	0.000000
2	5	2	1.399050	0.223009
2	5	3	2.033412	0.276489
2	5	4	0.851037	0.276727
2	5	5	-0.119977	0.334464
2	5	6	0.425220	0.297633
2	5	7	-1.263966	0.312383
3	5	1	-7.154721	0.230510
3	5	2	-7.461728	0.212692
3	5	3	-7.602446	0.248361
3	5	4	-7.908502	0.283471
3	5	5	-8.835739	0.220095
4	5	1	-7.650438	0.268863
4	5	2	-8.437998	0.257273
4	5	3	-6.329891	0.233115
4	5	4	-7.697445	0.302614
4	5	5	-6.246413	0.201740
1	6	1	0.000000	0.000000
1	6	2	0.000000	0.000000
1	6	3	0.000000	0.000000
2	6	1	0.000000	0.000000
2	6	2	0.000000	0.000000
2	6	3	0.000000	0.000000
2	6	4	0.000000	0.000000
2	6	5	0.000000	0.000000
2	6	6	0.000000	0.000000
2	6	7	0.000000	0.000000
3	6	1	0.000000	0.000000
3	6	2	0.000000	0.000000
3	6	3	0.000000	0.000000
3	6	4	0.000000	0.000000
3	6	5	0.000000	0.000000
3	6	6	0.000000	0.000000
4	6	1	0.000000	0.000000
4	6	2	0.000000	0.000000
4	6	3	0.000000	0.000000
4	6	4	0.000000	0.000000
4	6	5	0.000000	0.000000
4	6	6	0.000000	0.000000
5	6	1	0.000000	0.000000
5	6	2	0.000000	0.000000
