#Sector	Layer	Component	Order	Mean	Sigma

1	1	1	0	13072.526731	1506.994792
1	1	1	1	13001.160254	1516.430477
1	1	2	0	13174.305398	1528.981187
1	1	2	1	13018.038457	1473.117335
1	1	3	0	13139.205326	1568.023958
1	1	3	1	12982.838855	1591.588708
2	1	1	0	13054.508520	1657.686615
2	1	1	1	13050.352388	1635.025897
2	1	2	0	13115.708740	1758.556370
2	1	2	1	13115.708740	1758.556370
2	1	3	0	12978.250494	1678.217238
2	1	3	1	13152.953249	1616.462648
2	1	4	0	13090.382412	1694.148018
2	1	4	1	13134.879046	1703.366721
2	1	5	0	13265.856325	1666.598744
2	1	5	1	13184.747462	1720.069985
2	1	6	0	13083.462479	1649.464062
2	1	6	1	13019.302073	1743.606756
2	1	7	0	13111.953433	1600.069656
2	1	7	1	13150.951886	1667.980733
3	1	1	0	11552.917855	1110.725166
3	1	1	1	11406.626201	1179.334628
3	1	2	0	11798.836876	1276.907225
3	1	2	1	11553.992682	1248.981655
3	1	3	0	11827.925895	1262.929412
3	1	3	1	11836.754484	1246.388550
3	1	4	0	11545.034140	1210.971306
3	1	4	1	11522.383489	1231.055013
3	1	5	0	12762.022585	1432.551472
3	1	5	1	12764.739562	1401.597669
3	1	6	0	10954.013122	1296.308545
3	1	6	1	10925.304304	1286.717746
4	1	1	0	11246.751827	1142.211263
4	1	1	1	13269.239434	1338.125234
4	1	2	0	11431.674129	1099.793679
4	1	2	1	11556.166035	1180.700899
4	1	3	0	11426.984372	1225.234540
4	1	3	1	11381.958143	1178.151344
4	1	4	0	12753.063002	1369.229545
4	1	4	1	12646.188781	1376.862578
4	1	5	0	12943.836939	1408.080758
4	1	5	1	12822.889646	1445.172911
4	1	6	0	11537.050833	1328.893284
4	1	6	1	10269.523325	1287.787535
5	1	1	0	13123.897816	1730.995143
5	1	1	1	13147.677498	1644.514465
5	1	2	0	13171.333382	1720.109240
5	1	2	1	13125.707364	1692.758748
1	2	1	0	12943.694067	1441.924803
1	2	1	1	13453.890507	1496.008410
1	2	2	0	13133.521840	1554.009460
1	2	2	1	13133.521840	1554.009460
1	2	3	0	13116.497320	1672.365519
1	2	3	1	12867.562266	1571.898910
2	2	1	0	12931.485601	1634.012901
2	2	1	1	12952.002147	1709.678070
2	2	2	0	13077.656024	1791.665668
2	2	2	1	13038.102954	1742.102774
2	2	3	0	12928.685225	1720.846368
2	2	3	1	13286.210362	1723.569699
2	2	4	0	13304.699666	1726.499469
2	2	4	1	13266.178247	1748.555580
2	2	5	0	13087.886170	1707.144667
2	2	5	1	13095.919907	1651.048497
2	2	6	0	13169.665140	1672.812923
2	2	6	1	13006.854113	1698.164244
2	2	7	0	13339.597930	1711.121473
2	2	7	1	13199.774168	1674.148303
3	2	1	0	12881.767956	1317.277638
3	2	1	1	12690.201531	1301.941565
3	2	2	0	11536.165694	1233.260135
3	2	2	1	11746.409291	1179.008283
3	2	3	0	12317.165900	1422.269768
3	2	3	1	11691.336205	1344.325901
3	2	4	0	12388.707970	1434.588643
3	2	4	1	12446.840390	1466.811420
3	2	5	0	12026.153184	1454.460733
3	2	5	1	11900.333849	1394.072081
3	2	6	0	11788.322545	1381.998695
3	2	6	1	11471.111823	1352.094625
4	2	1	0	12996.307042	1320.183482
4	2	1	1	12908.787928	1285.788386
4	2	2	0	11852.128585	1279.359349
4	2	2	1	11815.012342	1271.658708
4	2	3	0	12854.888434	1364.415913
4	2	3	1	12745.588159	1400.988117
4	2	4	0	11605.268975	1298.511472
4	2	4	1	11390.372467	1260.904530
4	2	5	0	13005.674675	1512.025286
4	2	5	1	12210.270713	1435.087657
4	2	6	0	11731.035960	1429.557407
4	2	6	1	11786.010802	1426.629085
5	2	1	0	13039.439888	1704.232737
5	2	1	1	12935.936019	1661.027651
5	2	2	0	12949.866305	1641.731870
5	2	2	1	13289.179147	1742.876831
1	3	1	0	12940.239070	1435.403649
1	3	1	1	13020.231738	1496.539411
1	3	2	0	13052.154264	1552.079642
1	3	2	1	12907.917536	1527.467381
1	3	3	0	13160.861926	1597.967401
1	3	3	1	13131.792167	1600.629731
2	3	1	0	12905.558916	1641.833596
2	3	1	1	13030.314035	1663.680720
2	3	2	0	12993.425947	1737.495607
2	3	2	1	12829.876183	1702.122087
2	3	3	0	13135.066695	1685.337805
2	3	3	1	13206.492311	1627.809668
2	3	4	0	13304.518697	1714.743680
2	3	4	1	13269.605607	1698.152904
2	3	5	0	13240.934740	1683.048514
2	3	5	1	13152.119047	1676.814238
2	3	6	0	13197.449837	1641.258005
2	3	6	1	13256.660173	1720.889496
2	3	7	0	13192.291742	1616.550491
2	3	7	1	13328.333774	1675.989216
3	3	1	0	11634.746273	1192.862554
3	3	1	1	12082.520466	1204.642580
3	3	2	0	11696.852587	1285.324465
3	3	2	1	11696.852587	1285.324465
3	3	3	0	11822.304094	1261.769281
3	3	3	1	12075.569440	1354.971299
3	3	4	0	12704.498341	1466.429990
3	3	4	1	12350.798965	1438.721502
3	3	5	0	12665.288975	1454.010477
3	3	5	1	12665.288975	1454.010477
3	3	6	1	15000.661094	1509.569100
3	3	6	1	12340.661094	1509.569100
4	3	1	0	12298.213590	1276.473233
4	3	1	1	12157.138251	1285.262969
4	3	2	0	13275.144056	805.956659
4	3	2	1	12221.362696	956.750380
4	3	3	0	12515.566350	1260.942110
4	3	3	1	13150.944645	1332.639215
4	3	4	0	12173.085902	1282.032213
4	3	4	1	12408.796087	1302.857452
4	3	5	0	11617.237037	1385.657915
4	3	5	1	11732.169566	1323.632714
4	3	6	0	12194.250117	1332.956650
4	3	6	1	12357.584339	1388.492809
5	3	1	0	13095.135709	1610.232139
5	3	1	1	13153.429746	1649.113158
5	3	2	0	12848.019288	1717.818229
5	3	2	1	13186.938861	1663.172246
1	4	1	0	13108.947137	1468.775221
1	4	1	1	12886.637298	1450.163669
1	4	2	0	13071.256798	1520.657784
1	4	2	1	13024.363818	1519.467953
1	4	3	0	12993.947518	1599.926950
1	4	3	1	13038.793439	1595.265727
2	4	1	0	12770.278652	1630.003957
2	4	1	1	12926.420836	1586.038223
2	4	2	0	12939.066990	1711.626723
2	4	2	1	13121.986835	1721.568644
2	4	3	0	13092.489425	1623.850316
2	4	3	1	12895.424096	1642.176108
2	4	4	0	13105.647864	1731.161316
2	4	4	1	13143.569362	1692.402777
2	4	5	0	12969.394684	1631.397960
2	4	5	1	13041.888230	1640.551227
2	4	6	0	13114.479559	1695.417681
2	4	6	1	13061.340763	1620.162844
2	4	7	0	13111.615369	1601.346777
2	4	7	1	13213.714116	1697.986212
3	4	1	0	12871.314673	918.587103
3	4	1	1	11924.968430	1008.962609
3	4	2	0	11738.413717	1262.065863
3	4	2	1	11531.539071	1191.795147
3	4	3	0	12106.104935	1355.124451
3	4	3	1	12248.014855	1294.450979
3	4	4	0	13065.293467	1446.935133
3	4	4	1	13150.063365	1406.771296
3	4	5	0	13352.046045	1586.356735
3	4	5	1	12891.513223	1532.536532
3	4	6	0	12630.352407	1515.613389
3	4	6	1	12760.297972	1520.231287
4	4	1	0	11930.037177	1202.102188
4	4	1	1	11778.763219	1190.055432
4	4	2	0	12004.437260	1207.597256
4	4	2	1	12162.728751	1292.976720
4	4	3	0	12091.212523	1282.636993
4	4	3	1	12161.590186	1339.350094
4	4	4	0	12160.965401	1281.519341
4	4	4	1	12110.122928	1345.937047
4	4	5	0	11888.150984	1309.989407
4	4	5	1	12242.565411	1363.573808
4	4	6	0	12877.024000	1336.835984
4	4	6	1	12938.363133	1327.347293
5	4	1	0	12684.316346	1674.701118
5	4	1	1	13240.770762	1633.542959
5	4	2	0	12911.901683	1736.704876
5	4	2	1	12917.137709	1591.947436
1	5	1	0	12951.613496	1472.610352
1	5	1	1	13012.730683	1460.891109
1	5	2	0	12901.438947	1517.466988
1	5	2	1	12911.403705	1436.000600
1	5	3	0	12913.793122	1514.422110
1	5	3	1	13053.680365	1570.914673
2	5	1	0	12943.062376	1573.121860
2	5	1	1	13055.279204	1600.074344
2	5	2	0	12844.503390	1652.561184
2	5	2	1	12859.086552	1692.182477
2	5	3	0	13069.480285	1614.158390
2	5	3	1	12737.493568	1699.720934
2	5	4	0	12891.188489	1644.988645
2	5	4	1	13023.030109	1594.224245
2	5	5	0	12983.722147	1628.110752
2	5	5	1	12848.820323	1552.922557
2	5	6	0	13130.565064	1664.184630
2	5	6	1	12857.576511	1577.237302
2	5	7	0	13239.332543	1683.667562
2	5	7	1	13215.198901	1755.933780
3	5	1	0	12891.494069	1246.969007
3	5	1	1	12995.656624	1222.170642
3	5	2	0	13051.333985	1208.302797
3	5	2	1	12917.388890	1192.808761
3	5	3	0	12761.642457	1256.993292
3	5	3	1	12667.128158	1266.107595
3	5	4	0	12804.721371	1384.156102
3	5	4	1	13122.065590	1371.884023
3	5	5	0	12973.799482	1449.531967
3	5	5	1	12941.553098	1437.920158
4	5	1	0	12908.111742	1174.910195
4	5	1	1	12908.111742	1174.910195
4	5	2	0	12956.162009	1249.728519
4	5	2	1	12956.901209	1264.688492
4	5	3	0	12855.331267	1254.028039
4	5	3	1	12849.271940	1272.397291
4	5	4	0	12896.255863	1240.503383
4	5	4	1	12779.054509	1227.377706
4	5	5	0	12697.388711	1101.973648
4	5	5	1	12928.371727	1121.128796
1	6	1	0	12021.202498	4728.460334
1	6	1	1	-1.000000	-1.000000
1	6	2	0	12247.200808	3003.419710
1	6	2	1	-1.000000	-1.000000
1	6	3	0	11181.952323	4982.945918
1	6	3	1	-1.000000	-1.000000
2	6	1	0	24963.044714	33979.544485
2	6	1	1	-1.000000	-1.000000
2	6	2	0	15056.755479	2269.132799
2	6	2	1	-1.000000	-1.000000
2	6	3	0	15011.961317	1345.437751
2	6	3	1	-1.000000	-1.000000
2	6	4	0	13068.665537	2888.601223
2	6	4	1	-1.000000	-1.000000
2	6	5	0	15453.357178	3506.343786
2	6	5	1	-1.000000	-1.000000
2	6	6	0	15461.266660	4450.659857
2	6	6	1	-1.000000	-1.000000
2	6	7	0	17062.843765	3911.472629
2	6	7	1	-1.000000	-1.000000
3	6	1	0	9308.259399	2427.156712
3	6	1	1	-1.000000	-1.000000
3	6	2	0	8131.975477	2197.968868
3	6	2	1	-1.000000	-1.000000
3	6	3	0	5656.027129	2826.389482
3	6	3	1	-1.000000	-1.000000
3	6	4	0	17633.496700	16194.388581
3	6	4	1	-1.000000	-1.000000
3	6	5	0	5549.334308	2276.534891
3	6	5	1	-1.000000	-1.000000
3	6	6	0	8299.210744	2782.540960
3	6	6	1	-1.000000	-1.000000
4	6	1	0	-1.000000	-1.000000
4	6	1	1	1008.450306	378.530730
4	6	2	0	-1.000000	-1.000000
4	6	2	1	1810.137831	566.197367
4	6	3	0	-1.000000	-1.000000
4	6	3	1	2110.366724	721.579752
4	6	4	0	-1.000000	-1.000000
4	6	4	1	8391.719971	1691.489812
4	6	5	0	-1.000000	-1.000000
4	6	5	1	3879.557557	839.960553
4	6	6	0	-1.000000	-1.000000
4	6	6	1	5082.654075	419.128403
5	6	1	0	13440.865207	3451.969716
5	6	1	1	-1.000000	-1.000000
5	6	2	0	16117.774825	3741.944067
5	6	2	1	-1.000000	-1.000000
