#Sector	Layer	Component	Order	Mean	Sigma

1	1	1	0	21303.962875	5053.724535
1	1	1	1	21634.658806	5105.039223
1	1	2	0	21223.344626	1593.679979
1	1	2	1	20618.152272	1578.100171
1	1	3	0	-1.000000	-1.000000
1	1	3	1	21510.368147	5394.397613
2	1	1	0	21587.595494	5315.869836
2	1	1	1	21877.033451	5244.328914
2	1	2	0	21774.070834	6334.977818
2	1	2	1	21674.824380	6348.271659
2	1	3	0	19781.136949	1558.964607
2	1	3	1	21597.315767	5129.818152
2	1	4	0	21773.462424	5800.428811
2	1	4	1	21905.718233	5899.778795
2	1	5	0	-1.000000	-1.000000
2	1	5	1	-1.000000	-1.000000
2	1	6	0	21552.823456	5484.122383
2	1	6	1	21618.239908	5958.043294
2	1	7	0	21816.419642	5278.932682
2	1	7	1	23021.044702	5639.235863
3	1	1	0	31548.522510	4596.480977
3	1	1	1	30460.985442	4660.208215
3	1	2	0	29993.379583	4557.584773
3	1	2	1	29411.972543	4424.271550
3	1	3	0	30343.962740	4526.899517
3	1	3	1	31355.248440	4739.060703
3	1	4	0	30470.638863	4933.498057
3	1	4	1	30982.073909	4879.346618
3	1	5	0	23418.738020	5482.261353
3	1	5	1	22982.271969	5440.521201
3	1	6	0	30325.011312	5450.933941
3	1	6	1	30500.733230	5498.486739
4	1	1	0	34000.229864	4550.406549
4	1	1	1	28389.229864	4550.406549
4	1	2	0	30607.917603	4425.645616
4	1	2	1	29719.778260	4565.777765
4	1	3	0	30110.752207	4684.732762
4	1	3	1	31733.986323	4551.684652
4	1	4	0	23476.318320	5081.167829
4	1	4	1	24211.825662	5126.376771
4	1	5	0	22981.853605	5153.030462
4	1	5	1	22849.802329	4949.984989
4	1	6	0	31518.956982	5209.992733
4	1	6	1	20246.197658	1524.600797
5	1	1	0	22715.580755	6151.105057
5	1	1	1	22204.719791	5856.921294
5	1	2	0	23549.957247	6384.990036
5	1	2	1	21751.013257	6037.422218
1	2	1	0	22987.349302	4838.938140
1	2	1	1	22338.187789	4915.794715
1	2	2	0	20929.603762	1593.034133
1	2	2	1	22725.572155	5048.475434
1	2	3	0	23307.503304	5663.616041
1	2	3	1	22997.166798	5158.081439
2	2	1	0	21954.779911	5460.604763
2	2	1	1	21735.587507	5527.163349
2	2	2	0	22036.488447	6425.889396
2	2	2	1	21767.872103	6208.677701
2	2	3	0	22529.615049	5883.901412
2	2	3	1	22620.763418	6054.883835
2	2	4	0	22732.032190	5766.220462
2	2	4	1	22588.692187	6088.300426
2	2	5	0	21904.091490	5870.390489
2	2	5	1	22016.323516	5667.612084
2	2	6	0	22086.407117	5555.549384
2	2	6	1	22491.789404	5743.203268
2	2	7	0	22628.825665	6010.835524
2	2	7	1	22385.729585	5735.301220
3	2	1	0	23769.122992	4682.125337
3	2	1	1	24682.578079	4836.387604
3	2	2	0	30544.693185	4847.403968
3	2	2	1	31195.820699	4540.473569
3	2	3	0	25557.294374	4846.622195
3	2	3	1	28986.756622	4948.675094
3	2	4	0	24722.725606	4715.891995
