#Sector	Layer	Component	Order	Mean	Sigma

2	4	7	0	13133.993078	1623.218962
2	4	7	1	11313.932555	1426.075319
3	4	1	0	20579.316173	3171.286944
3	4	1	1	11289.617745	1033.038069
3	4	2	0	15414.496900	1551.519427
3	4	2	1	15339.912754	1471.370819
3	4	3	0	15899.010569	1602.639407
3	4	3	1	15223.532880	1493.444180
3	4	4	0	31611.526324	14738.244881
3	4	4	1	34734.093833	4610.651525
3	4	5	0	15689.963573	1705.916761
3	4	5	1	14459.703463	1632.801280
3	4	6	0	17843.214129	1471.532534
3	4	6	1	18831.978858	1529.939420
4	4	1	0	14634.451106	1318.225646
4	4	1	1	17773.052977	1490.230706
4	4	2	0	16928.044170	1500.937728
4	4	2	1	18909.876054	1311.679772
4	4	3	0	16328.452984	1470.378839
4	4	3	1	15485.069830	1492.610500
4	4	4	0	14916.399404	1417.977731
4	4	4	1	15476.187990	1430.433403
4	4	5	0	23369.610959	4896.971322
4	4	5	1	15927.391626	1546.502036
4	4	6	0	23727.905482	5025.078276
4	4	6	1	28445.530276	4836.631648
5	4	1	0	6695.803963	890.938953
5	4	1	1	5709.487945	754.637627
5	4	2	0	7831.391891	1187.993495
5	4	2	1	7697.181569	978.101195
1	5	1	0	8863.982346	1005.766163
1	5	1	1	7609.191468	852.868074
1	5	2	0	9485.253025	1127.321534
1	5	2	1	10213.718956	1211.017345
1	5	3	0	8086.112625	944.977035
1	5	3	1	7631.851748	934.029704
2	5	1	0	8897.832585	1085.468778
2	5	1	1	9085.250775	1111.853449
2	5	2	0	8141.670003	1637.446756
2	5	2	1	6174.644087	852.922943
2	5	3	0	9803.385562	1259.184669
2	5	3	1	8129.946053	1148.528713
2	5	4	0	9360.647164	1219.317029
2	5	4	1	8285.517838	1909.837381
2	5	5	0	5275.224211	686.980143
2	5	5	1	7738.636252	939.643101
2	5	6	0	5517.806218	1300.272951
2	5	6	1	8484.555343	1009.554223
2	5	7	0	5529.848974	752.468096
2	5	7	1	8416.877696	1192.793469
3	5	1	0	14954.346714	1310.522085
3	5	1	1	14905.119778	1353.991009
3	5	2	0	15348.371232	1455.096254
3	5	2	1	15303.988987	1453.097420
3	5	3	0	14856.196795	1409.690696
3	5	3	1	15237.638922	1432.319470
3	5	4	0	15521.561333	1519.182027
3	5	4	1	15214.912511	1474.646979
3	5	5	0	16074.298647	1605.052166
3	5	5	1	15467.456964	1593.344826
4	5	1	0	15412.195158	1465.403767
4	5	1	1	15452.120175	1395.233944
4	5	2	0	27630.657591	4940.079925
4	5	2	1	25729.952674	4924.093532
4	5	3	0	15945.861186	1467.793975
4	5	3	1	14932.048535	1320.337882
4	5	4	0	14773.951680	1386.658283
4	5	4	1	14739.140882	1370.678239
4	5	5	0	14784.638347	1194.872683
4	5	5	1	14994.523688	1302.057329
1	6	1	0	-1.000000	-1.000000
1	6	1	1	-1.000000	-1.000000
1	6	2	0	-1.000000	-1.000000
1	6	2	1	-1.000000	-1.000000
1	6	3	0	-1.000000	-1.000000
1	6	3	1	-1.000000	-1.000000
2	6	1	0	-1.000000	-1.000000
2	6	1	1	-1.000000	-1.000000
2	6	2	0	-1.000000	-1.000000
2	6	2	1	-1.000000	-1.000000
2	6	3	0	-1.000000	-1.000000
2	6	3	1	-1.000000	-1.000000
2	6	4	0	-1.000000	-1.000000
2	6	4	1	-1.000000	-1.000000
2	6	5	0	-1.000000	-1.000000
2	6	5	1	-1.000000	-1.000000
2	6	6	0	-1.000000	-1.000000
2	6	6	1	-1.000000	-1.000000
2	6	7	0	-1.000000	-1.000000
2	6	7	1	-1.000000	-1.000000
3	6	1	0	-1.000000	-1.000000
3	6	1	1	-1.000000	-1.000000
3	6	2	0	-1.000000	-1.000000
3	6	2	1	-1.000000	-1.000000
3	6	3	0	-1.000000	-1.000000
3	6	3	1	-1.000000	-1.000000
3	6	4	0	-1.000000	-1.000000
3	6	4	1	-1.000000	-1.000000
3	6	5	0	-1.000000	-1.000000
3	6	5	1	-1.000000	-1.000000
3	6	6	0	-1.000000	-1.000000
3	6	6	1	-1.000000	-1.000000
4	6	1	0	-1.000000	-1.000000
4	6	1	1	-1.000000	-1.000000
4	6	2	0	-1.000000	-1.000000
4	6	2	1	-1.000000	-1.000000
4	6	3	0	-1.000000	-1.000000
4	6	3	1	-1.000000	-1.000000
4	6	4	0	-1.000000	-1.000000
4	6	4	1	-1.000000	-1.000000
4	6	5	0	-1.000000	-1.000000
4	6	5	1	-1.000000	-1.000000
4	6	6	0	-1.000000	-1.000000
4	6	6	1	-1.000000	-1.000000
5	6	1	0	-1.000000	-1.000000
5	6	1	1	-1.000000	-1.000000
5	6	2	0	-1.000000	-1.000000
5	6	2	1	-1.000000	-1.000000
