#Sector	Layer	Component	Order	Mean	Sigma

3	4	5	1	3888.769049	532.661617
3	4	6	0	4691.086077	795.278329
3	4	6	1	4832.920011	619.535552
4	4	1	0	1825.180151	282.096262
4	4	1	1	2288.394931	262.911301
4	4	2	0	2645.279558	278.150909
4	4	2	1	2968.564270	327.177757
4	4	3	0	2675.800605	486.561937
4	4	3	1	2620.678622	305.671768
4	4	4	0	2623.457656	304.164951
4	4	4	1	2715.135102	322.164589
4	4	5	0	3028.117102	357.776306
4	4	5	1	2934.131481	322.870501
4	4	6	0	6628.148493	671.161462
4	4	6	1	7232.990568	725.155464
5	4	1	0	21565.023460	5679.438121
5	4	1	1	17553.318591	1704.887164
5	4	2	0	-1.000000	-1.000000
5	4	2	1	25262.694718	6010.401309
1	5	1	0	28359.993419	5731.866567
1	5	1	1	22828.840788	5159.751705
1	5	2	0	30380.487786	6386.076632
1	5	2	1	26108.952189	13750.722200
1	5	3	0	25594.999955	5610.004723
1	5	3	1	23270.029721	5379.283639
2	5	1	0	28438.439373	5602.562729
2	5	1	1	26124.043632	5628.923769
2	5	2	0	25348.038963	6616.846784
2	5	2	1	20446.705019	6003.904836
2	5	3	0	31030.272924	5663.613455
2	5	3	1	26205.815780	6108.185094
2	5	4	0	-1.000000	-1.000000
2	5	4	1	23764.293691	12207.770642
2	5	5	0	16259.375277	1785.947451
2	5	5	1	-1.000000	-1.000000
2	5	6	0	17331.936895	1728.900939
2	5	6	1	26912.862727	6014.349188
2	5	7	0	15219.710791	1751.079211
2	5	7	1	22053.310718	6018.136465
3	5	1	0	4073.015997	422.385498
3	5	1	1	4023.574816	432.153271
3	5	2	0	4248.621672	469.363990
3	5	2	1	3854.889068	424.179654
3	5	3	0	3459.353771	367.160507
3	5	3	1	3229.924084	368.677353
3	5	4	0	3518.536791	472.315762
3	5	4	1	4017.563110	531.622367
3	5	5	0	4380.296695	537.919426
3	5	5	1	3534.906633	912.638110
4	5	1	0	4008.748478	425.429617
4	5	1	1	3677.908017	404.107802
4	5	2	0	8066.886211	762.912521
4	5	2	1	6013.359740	1285.488244
4	5	3	0	3892.060965	436.852413
4	5	3	1	3645.586822	387.872800
4	5	4	0	3712.162336	395.808799
4	5	4	1	3526.927299	921.957746
4	5	5	0	3496.558749	369.772927
4	5	5	1	3860.740014	364.332625
1	6	1	0	15037.199452	3587.038447
1	6	1	1	-1.000000	-1.000000
1	6	2	0	11662.471890	2917.329316
1	6	2	1	-1.000000	-1.000000
1	6	3	0	9788.210242	2480.246718
1	6	3	1	-1.000000	-1.000000
2	6	1	0	-549.093800	2548.277410
2	6	1	1	-1.000000	-1.000000
2	6	2	0	5361.615195	2712.495401
2	6	2	1	-1.000000	-1.000000
2	6	3	0	5771.734794	2693.867451
2	6	3	1	-1.000000	-1.000000
2	6	4	0	11222.794934	2892.257524
2	6	4	1	-1.000000	-1.000000
2	6	5	0	5708.608983	2405.159076
2	6	5	1	-1.000000	-1.000000
2	6	6	0	4487.895759	2181.505546
2	6	6	1	-1.000000	-1.000000
2	6	7	0	5003.735115	2284.730757
2	6	7	1	-1.000000	-1.000000
3	6	1	0	1780.739232	602.559267
3	6	1	1	-1.000000	-1.000000
3	6	2	0	1025.251856	359.228288
3	6	2	1	-1.000000	-1.000000
3	6	3	0	2127.748022	738.124144
3	6	3	1	-1.000000	-1.000000
3	6	4	0	-1.000000	-1.000000
3	6	4	1	-1.000000	-1.000000
3	6	5	0	2113.144426	149.957600
3	6	5	1	-1.000000	-1.000000
3	6	6	0	1226.234235	321.366533
3	6	6	1	-1.000000	-1.000000
4	6	1	0	-1.000000	-1.000000
4	6	1	1	5604.368388	1861.211906
4	6	2	0	-1.000000	-1.000000
4	6	2	1	1980.557694	690.669967
4	6	3	0	-1.000000	-1.000000
4	6	3	1	2207.155874	811.223401
4	6	4	0	-1.000000	-1.000000
4	6	4	1	1866.332456	549.895104
4	6	5	0	-1.000000	-1.000000
4	6	5	1	1486.301081	531.081201
4	6	6	0	-1.000000	-1.000000
4	6	6	1	5600.224086	386.917331
5	6	1	0	14949.088189	3631.357359
5	6	1	1	-1.000000	-1.000000
5	6	2	0	7816.665680	2242.782825
5	6	2	1	-1.000000	-1.000000
