#Sector	Layer	Component	Order	Mean	Sigma

2	3	6	1	22436.451654	5921.247321
2	3	7	0	22031.936936	5499.031199
2	3	7	1	22698.270057	5896.633082
3	3	1	0	27693.980591	4559.742061
3	3	1	1	28366.368107	4637.602236
3	3	2	0	27927.351456	4575.111637
3	3	2	1	28921.052468	5033.254109
3	3	3	0	28772.059455	5261.664972
3	3	3	1	26801.147796	5348.479524
3	3	4	0	28115.094075	5139.866832
3	3	4	1	28274.690359	5126.936064
3	3	5	0	26911.804859	4594.716903
3	3	5	1	23756.619892	4988.829393
3	3	6	0	28620.277233	4114.997325
3	3	6	1	29307.367035	4743.506787
4	3	1	0	30311.866703	4413.916087
4	3	1	1	28356.680068	4451.857691
4	3	2	0	23544.382978	3599.473555
4	3	2	1	22971.942557	3462.961129
4	3	3	0	28758.442493	4781.885398
4	3	3	1	27520.181996	4703.766528
4	3	4	0	25970.662615	5635.890809
4	3	4	1	25130.903402	5293.730060
4	3	5	0	29093.714287	5246.720369
4	3	5	1	28597.436285	5334.176133
4	3	6	0	27480.758519	5533.824568
4	3	6	1	25851.448944	5435.153332
5	3	1	0	21958.597836	5884.312251
5	3	1	1	22343.920110	5942.640629
5	3	2	0	22743.460926	5425.608462
5	3	2	1	22743.460926	5425.608462
1	4	1	0	21515.562348	1526.443845
1	4	1	1	21474.043589	1534.116876
1	4	2	0	21646.422500	1612.988281
1	4	2	1	21367.972933	1532.358087
1	4	3	0	22640.036723	4935.231307
1	4	3	1	21103.432489	1625.609177
2	4	1	0	21783.772152	5537.328687
2	4	1	1	21803.341219	5163.787977
2	4	2	0	22211.244926	6277.212531
2	4	2	1	22101.517904	6177.550826
2	4	3	0	22000.282116	8000.548812
2	4	3	1	22000.370601	8000.148929
2	4	4	0	22014.150912	6236.501179
2	4	4	1	22026.792185	5621.557062
2	4	5	0	21883.572941	5344.213804
2	4	5	1	23592.503764	5543.113263
2	4	6	0	21988.050054	5901.099021
2	4	6	1	22585.707764	5583.093934
2	4	7	0	22743.743857	5306.961428
2	4	7	1	22154.442609	5694.349447
3	4	1	0	23800.704061	3237.529615
3	4	1	1	22670.612316	3323.996232
3	4	2	0	27870.320062	5320.300566
3	4	2	1	29842.689069	5241.948101
3	4	3	0	25672.996566	5106.304703
3	4	3	1	26892.315476	4908.290455
3	4	4	0	25805.790818	5199.229269
3	4	4	1	25431.372897	5053.137136
3	4	5	0	24116.481086	5725.870973
3	4	5	1	23251.408972	5926.401505
3	4	6	0	23986.691123	5678.337532
3	4	6	1	24093.504942	5849.163040
4	4	1	0	28529.906312	4960.676905
4	4	1	1	28485.358397	5085.789689
4	4	2	0	26373.680377	4194.990701
4	4	2	1	26998.423442	4401.171074
4	4	3	0	26500.493108	4919.652445
4	4	3	1	26035.864649	4916.958501
4	4	4	0	25769.876103	4877.006565
4	4	4	1	25401.435503	4574.781638
4	4	5	0	29000.630122	5106.359102
4	4	5	1	25749.630122	5106.359102
4	4	6	0	23604.141936	4518.815213
4	4	6	1	25202.415402	4574.657649
5	4	1	0	21882.978095	6044.838486
5	4	1	1	22404.239038	5548.358260
5	4	2	0	22995.916757	6747.406651
5	4	2	1	22886.914562	5552.596299
1	5	1	0	22609.207580	5206.300970
1	5	1	1	21827.609627	4721.407199
1	5	2	0	22085.543682	1641.197658
1	5	2	1	23310.803772	4886.558935
1	5	3	0	22442.872456	5035.798242
1	5	3	1	22241.133832	5073.718411
2	5	1	0	21648.102656	1554.120643
2	5	1	1	20759.654583	1612.303397
2	5	2	0	22735.114081	6129.027366
2	5	2	1	22533.257942	6152.635762
2	5	3	0	23399.865324	5351.812571
2	5	3	1	22722.618600	5456.851844
2	5	4	0	23094.727157	5600.048691
2	5	4	1	23112.680932	5394.430674
2	5	5	0	21739.956718	5484.575374
2	5	5	1	22564.299423	5124.902627
2	5	6	0	22212.372807	5653.476159
2	5	6	1	22725.803779	5351.869409
2	5	7	0	-1.000000	-1.000000
2	5	7	1	21239.554422	5968.543026
3	5	1	0	21750.753878	1193.346635
3	5	1	1	21927.133521	1295.067054
3	5	2	0	22827.492661	4657.464495
3	5	2	1	23292.350678	4957.387358
3	5	3	0	23868.381067	4909.645153
3	5	3	1	24908.788473	5160.430925
3	5	4	0	24603.718269	5369.333571
3	5	4	1	23620.050027	5059.054558
3	5	5	0	23310.792348	5175.228748
3	5	5	1	23310.792348	5175.228748
4	5	1	0	23079.328645	4572.825198
4	5	1	1	23532.809828	4643.218130
4	5	2	0	23207.275351	4593.643839
4	5	2	1	24399.518952	4871.733984
4	5	3	0	23990.672531	4852.929466
4	5	3	1	23809.525520	4733.648644
4	5	4	0	23153.478385	4546.200893
4	5	4	1	23994.928429	4302.245041
4	5	5	0	24024.892062	5498.350233
4	5	5	1	23074.478852	5211.625009
1	6	1	0	18317.797022	15771.130629
1	6	1	1	-1.000000	-1.000000
1	6	2	0	15714.936987	5245.298911
1	6	2	1	-1.000000	-1.000000
1	6	3	0	18951.783906	15680.203478
1	6	3	1	-1.000000	-1.000000
2	6	1	0	-260965447.075186	12527392050.785799
2	6	1	1	-1.000000	-1.000000
2	6	2	0	14177.080884	5718.236800
2	6	2	1	-1.000000	-1.000000
2	6	3	0	13847.146787	5323.286487
2	6	3	1	-1.000000	-1.000000
2	6	4	0	21704.886782	14852.664764
2	6	4	1	-1.000000	-1.000000
2	6	5	0	-1.000000	-1.000000
2	6	5	1	-1.000000	-1.000000
2	6	6	0	21389.299330	21295.551943
2	6	6	1	-1.000000	-1.000000
2	6	7	0	37453.378650	60018.241166
2	6	7	1	-1.000000	-1.000000
3	6	1	0	16159.871687	7941.973616
3	6	1	1	-1.000000	-1.000000
3	6	2	0	12463.195509	3957.337268
3	6	2	1	-1.000000	-1.000000
3	6	3	0	11630.728397	2691.464572
3	6	3	1	-1.000000	-1.000000
3	6	4	0	27095.574945	9483.411584
3	6	4	1	-1.000000	-1.000000
3	6	5	0	-1.000000	-1.000000
3	6	5	1	-1.000000	-1.000000
3	6	6	0	15769.692910	10338.079210
3	6	6	1	-1.000000	-1.000000
4	6	1	0	-1.000000	-1.000000
4	6	1	1	2105.108928	790.138088
4	6	2	0	-1.000000	-1.000000
4	6	2	1	3786.868863	1224.378780
4	6	3	0	-1.000000	-1.000000
4	6	3	1	5071.937752	1317.556940
4	6	4	0	-1.000000	-1.000000
4	6	4	1	10235.180342	4778.225766
4	6	5	0	-1.000000	-1.000000
4	6	5	1	7734.037609	2611.053560
4	6	6	0	-1.000000	-1.000000
4	6	6	1	10670.154444	862.193656
5	6	1	0	22426.950151	17995.823242
5	6	1	1	-1.000000	-1.000000
5	6	2	0	27116.407692	31067.071056
5	6	2	1	-1.000000	-1.000000
