#Sector	Layer	Component	Order	Mean	Sigma

1	1	1	0	2614.034400	338.619864
1	1	1	1	3073.468888	382.712397
1	1	2	0	4184.084106	445.015224
1	1	2	1	5927.998689	732.050487
1	1	3	0	5709.947743	687.551926
1	1	3	1	3271.233806	583.345866
2	1	1	0	2865.696382	437.269627
2	1	1	1	2984.409812	459.779546
2	1	2	0	3124.228995	454.681657
2	1	2	1	2912.677750	473.766257
2	1	3	0	1327.271348	243.294232
2	1	3	1	1439.071780	268.864537
2	1	4	0	3037.529220	576.514315
2	1	4	1	3021.081948	470.949214
2	1	5	0	1917.585003	300.069205
2	1	5	1	2072.846012	336.435920
2	1	6	0	2898.452203	408.582175
2	1	6	1	3135.365380	485.405402
2	1	7	0	3822.601199	509.438063
2	1	7	1	4058.234695	553.204860
3	1	1	0	35420.377984	4150.743279
3	1	1	1	31891.387389	4612.400158
3	1	2	0	32957.125069	4315.455879
3	1	2	1	27066.462989	4425.016226
3	1	3	0	35655.753362	4397.225334
3	1	3	1	37312.776204	4809.677254
3	1	4	0	-1.000000	-1.000000
3	1	4	1	32473.609480	4564.994076
3	1	5	0	22107.343979	5355.795567
3	1	5	1	19439.063425	4982.074425
3	1	6	0	25510.055940	13904.102803
3	1	6	1	33246.283748	4962.580644
4	1	1	0	46426.268084	5263.564046
4	1	1	1	93562.557791	4765.102006
4	1	2	0	26312.440495	13701.030907
4	1	2	1	29659.630640	4648.319494
4	1	3	0	32540.485010	4542.323419
4	1	3	1	26250.895861	13656.154597
4	1	4	0	20815.588741	4891.102666
4	1	4	1	19519.885326	4770.398177
4	1	5	0	21495.570566	5028.594562
4	1	5	1	21476.082988	4867.155787
4	1	6	0	38679.361902	4970.302471
4	1	6	1	36157.965496	4708.058498
5	1	1	0	3850.748695	562.808459
5	1	1	1	3675.541377	910.562141
5	1	2	0	3271.673731	540.673617
5	1	2	1	2807.848235	444.394436
1	2	1	0	6926.693249	779.304396
1	2	1	1	5442.700466	1278.138019
1	2	2	0	6963.050689	1051.746941
1	2	2	1	6088.515525	747.151999
1	2	3	0	3650.283659	499.979711
1	2	3	1	6151.180707	749.855430
2	2	1	0	2534.802663	574.900820
2	2	1	1	2781.320616	963.548232
2	2	2	0	3441.328225	547.790182
2	2	2	1	3357.170396	540.282578
2	2	3	0	2846.312977	481.997638
2	2	3	1	4300.996951	689.541632
2	2	4	0	4524.056219	619.602455
2	2	4	1	4176.183244	1042.609299
2	2	5	0	3241.959378	470.597524
2	2	5	1	3493.938560	500.384651
2	2	6	0	3666.383766	529.921413
2	2	6	1	4639.414854	664.124420
2	2	7	0	4227.197694	588.111375
2	2	7	1	3984.102479	954.648008
3	2	1	0	12000.491676	1213.796311
3	2	1	1	33989.546706	14167.558951
3	2	2	0	34776.273069	4747.074385
3	2	2	1	36965.942210	4700.676934
3	2	3	0	23571.376264	4918.860801
3	2	3	1	27531.596537	4840.474941
3	2	4	0	22733.276512	4867.294017
3	2	4	1	22129.143758	4879.287092
3	2	5	0	32255.861982	5165.260459
3	2	5	1	29486.881698	5099.480976
3	2	6	0	21410.110054	1559.761990
3	2	6	1	29156.050464	5633.715505
4	2	1	0	31613.445200	4355.866336
4	2	1	1	30028.098305	4505.035453
4	2	2	0	29454.837089	4447.030571
4	2	2	1	31695.697894	4451.033815
4	2	3	0	21441.264247	4652.502189
4	2	3	1	21031.439249	4994.016826
4	2	4	0	28308.000951	5075.642733
4	2	4	1	27469.359657	4892.106767
4	2	5	0	40050.317597	5753.101259
4	2	5	1	27118.712503	4579.763093
4	2	6	0	18429.460823	1640.353541
4	2	6	1	18234.731630	1621.388594
5	2	1	0	3168.699038	499.487987
5	2	1	1	4163.230499	643.458032
5	2	2	0	4751.449988	680.999908
5	2	2	1	4006.166949	625.423177
1	3	1	0	5424.920046	892.900401
1	3	1	1	6437.642755	750.412535
1	3	2	0	6620.129528	813.864754
1	3	2	1	5453.954221	663.989198
1	3	3	0	7000.540901	872.983811
1	3	3	1	7774.441243	949.276168
2	3	1	0	2632.461856	417.044282
2	3	1	1	2476.993537	751.162295
2	3	2	0	5830.845825	812.445176
2	3	2	1	4553.062079	675.078082
2	3	3	0	3923.343946	638.340945
2	3	3	1	4225.769855	592.337485
2	3	4	0	4090.001099	605.952555
2	3	4	1	4360.053753	1074.816482
2	3	5	0	4530.516214	1108.835887
2	3	5	1	3651.036219	520.629357
2	3	6	0	4160.378076	985.626360
2	3	6	1	4242.518786	625.894524
2	3	7	0	3813.922934	503.908599
2	3	7	1	4242.702180	598.322721
3	3	1	0	23675.714939	4449.651034
3	3	1	1	21722.357401	1314.701410
3	3	2	0	26288.683642	4637.970091
3	3	2	1	29390.853836	4734.487165
3	3	3	0	20452.418035	1526.027682
3	3	3	1	22330.349489	5145.096140
3	3	4	0	37763.275061	4832.670127
3	3	4	1	36379.013136	4755.600945
3	3	5	0	29997.970721	4516.738993
3	3	5	1	21722.214560	5067.505232
3	3	6	0	30208.454595	4401.398957
3	3	6	1	27550.843005	14750.412793
4	3	1	0	46725.934193	6663.886602
4	3	1	1	43021.768806	5369.568514
4	3	2	0	27312.655913	3401.067212
4	3	2	1	21479.501662	3239.681992
4	3	3	0	43475.149800	5410.883168
4	3	3	1	42401.162324	5062.005968
4	3	4	0	22617.854471	5050.232010
4	3	4	1	23236.211598	5024.469372
4	3	5	0	27886.849026	5358.814780
4	3	5	1	29919.331238	5161.911155
4	3	6	0	20938.951526	1553.724527
4	3	6	1	17900.396870	1564.009860
5	3	1	0	3390.011068	503.155325
5	3	1	1	3739.376437	576.034076
5	3	2	0	5304.651569	806.001089
5	3	2	1	4350.758864	612.743526
1	4	1	0	4229.772217	510.446035
1	4	1	1	5084.472922	584.905290
1	4	2	0	7135.911211	1480.763699
1	4	2	1	6990.407017	865.404923
1	4	3	0	7682.322224	961.995316
1	4	3	1	6995.332059	840.505000
2	4	1	0	1825.032683	373.387178
2	4	1	1	1729.150521	316.939877
2	4	2	0	4502.230488	678.648422
2	4	2	1	3724.261585	570.682437
2	4	3	0	3645.321546	1011.850798
2	4	3	1	4980.953432	1350.391234
2	4	4	0	3659.772826	554.759153
2	4	4	1	3433.337654	517.050174
2	4	5	0	4840.186717	659.024655
2	4	5	1	7327.443485	927.108438
2	4	6	0	3314.116766	500.151944
2	4	6	1	4440.282880	603.373835
2	4	7	0	9580.524952	1157.066012
2	4	7	1	8273.864915	1072.081117
3	4	1	0	25111.144821	3453.628090
3	4	1	1	16941.869746	3358.013482
3	4	2	0	23832.243900	4976.981621
3	4	2	1	24846.671072	5383.163170
3	4	3	0	23075.390804	4960.716535
3	4	3	1	22807.459557	4918.486175
3	4	4	0	39154.219123	5740.463214
3	4	4	1	39875.137778	5116.056320
3	4	5	0	19854.922204	1484.210482
3	4	5	1	18472.447133	1629.646070
3	4	6	0	25118.106894	6193.854301
3	4	6	1	26273.816406	6123.074039
4	4	1	0	22090.132211	1385.034322
4	4	1	1	27441.162996	4723.600470
4	4	2	0	25057.289679	4511.365655
4	4	2	1	28072.070080	4415.040693
4	4	3	0	24530.932302	5130.109770
4	4	3	1	22962.585992	4891.245754
4	4	4	0	21952.705167	4838.867390
4	4	4	1	22673.458577	4782.855041
4	4	5	0	32240.446169	5062.517963
4	4	5	1	23164.586365	5026.890641
4	4	6	0	29095.201979	4640.010026
4	4	6	1	34057.296169	4810.207178
5	4	1	0	4758.137505	670.983445
5	4	1	1	4069.675211	566.520276
5	4	2	0	5540.782926	852.304786
5	4	2	1	5461.425280	693.314207
1	5	1	0	6231.154811	706.915886
1	5	1	1	5528.229528	621.943005
1	5	2	0	6493.007201	1449.493964
1	5	2	1	6953.751994	1559.711110
1	5	3	0	5569.134257	827.525288
1	5	3	1	5444.547030	670.892062
2	5	1	0	6318.185753	757.284835
