#Sector	Layer	Component	Order	Mean	Sigma

5	2	1	1	4174.267506	661.769313
5	2	2	0	4737.745179	706.086515
5	2	2	1	3996.701186	640.261445
1	3	1	0	5576.902230	652.569288
1	3	1	1	6193.889903	1351.287866
1	3	2	0	6267.295533	1410.626876
1	3	2	1	5131.614419	1191.598996
1	3	3	0	6975.896600	880.829261
1	3	3	1	7754.449388	950.735850
2	3	1	0	2639.423369	414.615328
2	3	1	1	2908.646162	455.615465
2	3	2	0	5891.648362	839.039706
2	3	2	1	4613.340735	647.033465
2	3	3	0	3925.944906	611.122032
2	3	3	1	4179.736917	583.644231
2	3	4	0	4096.747831	600.458328
2	3	4	1	4443.185378	626.401522
2	3	5	0	4371.640963	624.504717
2	3	5	1	3651.065210	512.819117
2	3	6	0	4070.624933	996.096338
2	3	6	1	4223.088096	639.785935
2	3	7	0	3818.235732	514.900120
2	3	7	1	4222.772852	608.787179
3	3	1	0	23596.298425	4582.203315
3	3	1	1	21548.921139	1328.697920
3	3	2	0	26469.302410	4754.279939
3	3	2	1	29567.642528	4820.888847
3	3	3	0	20395.142997	1447.390142
3	3	3	1	22308.061637	4979.474078
3	3	4	0	37804.005670	4981.980533
3	3	4	1	36388.000173	4841.673185
3	3	5	0	29891.612190	4699.388646
3	3	5	1	21607.387944	5322.957700
3	3	6	0	30243.966344	4397.904248
3	3	6	1	36304.704067	5158.944384
4	3	1	0	263057.413067	155739.171204
4	3	1	1	-1.000000	-1.000000
4	3	2	0	27281.524553	3511.072832
4	3	2	1	21407.027384	3365.662163
4	3	3	0	-1.000000	-1.000000
4	3	3	1	42326.970879	5196.093955
4	3	4	0	22692.862462	4886.829916
4	3	4	1	23268.094506	4985.563878
4	3	5	0	27913.291275	5133.305437
4	3	5	1	29958.570892	5008.153398
4	3	6	0	21008.273992	1628.625862
4	3	6	1	17938.324564	1556.900899
5	3	1	0	3402.035152	520.374838
5	3	1	1	3764.396094	560.444214
5	3	2	0	5284.998236	823.538127
5	3	2	1	4365.452677	602.222915
1	4	1	0	4212.870552	515.311051
1	4	1	1	5080.520790	588.540107
1	4	2	0	7301.159569	1625.464115
1	4	2	1	6955.604836	853.396074
1	4	3	0	7692.511416	943.812354
1	4	3	1	6965.200427	871.395809
2	4	1	0	1769.481734	404.184987
2	4	1	1	1682.028213	335.664412
2	4	2	0	4531.807866	719.765114
2	4	2	1	3719.057566	567.965808
2	4	3	0	4043.260533	587.508956
2	4	3	1	5516.129996	789.627247
2	4	4	0	3685.800049	549.692696
2	4	4	1	3442.654248	519.511558
2	4	5	0	4867.694682	667.187374
2	4	5	1	7344.807092	966.966659
2	4	6	0	3314.284047	497.243871
2	4	6	1	4401.682498	1042.345124
2	4	7	0	9643.992917	1165.595070
2	4	7	1	8280.979351	1074.116522
3	4	1	0	25136.178188	3233.960772
3	4	1	1	16804.514021	3238.738055
3	4	2	0	23643.454989	5176.788965
3	4	2	1	24648.556675	5364.336185
3	4	3	0	23183.093359	5210.559892
3	4	3	1	22827.614314	5014.305891
3	4	4	0	39226.556887	5536.384730
3	4	4	1	39809.073194	5265.107065
3	4	5	0	18150.234273	1265.369328
3	4	5	1	18382.261127	1601.007291
3	4	6	0	25160.941511	6054.800916
3	4	6	1	26254.542728	6034.825974
4	4	1	0	21945.968504	1403.914065
4	4	1	1	27382.036414	4889.604381
4	4	2	0	25075.982442	4419.702984
4	4	2	1	27965.215512	4584.808800
4	4	3	0	24564.136681	5070.373010
4	4	3	1	23026.550197	5000.017755
4	4	4	0	22109.399398	5013.361112
4	4	4	1	22761.568785	5051.380097
4	4	5	0	32399.247349	5055.639333
4	4	5	1	23321.111357	5137.170812
4	4	6	0	29149.161791	4503.634364
4	4	6	1	34041.428745	4667.385682
5	4	1	0	4748.565446	663.261736
5	4	1	1	4070.579935	572.109810
5	4	2	0	5524.435541	874.726310
5	4	2	1	5447.855393	707.910658
1	5	1	0	6245.457374	709.426869
1	5	1	1	5559.676549	608.392661
1	5	2	0	6697.040478	790.551348
1	5	2	1	6956.340886	1514.195053
1	5	3	0	5675.823660	691.303676
1	5	3	1	5478.580017	675.571104
2	5	1	0	6316.386991	786.690637
2	5	1	1	6679.565437	836.333186
2	5	2	0	5480.886953	741.620346
2	5	2	1	4279.238811	629.857152
2	5	3	0	6948.164285	933.260786
2	5	3	1	5725.863166	891.319987
2	5	4	0	6592.952545	887.762553
2	5	4	1	6147.808077	790.555658
2	5	5	0	3762.337210	515.930132
2	5	5	1	5466.093788	709.438395
2	5	6	0	4005.896506	560.252839
2	5	6	1	6053.649103	768.122227
2	5	7	0	4110.053247	586.994869
2	5	7	1	6393.670801	905.529330
3	5	1	0	19408.980872	1447.136950
3	5	1	1	19470.955999	1397.386262
3	5	2	0	19777.199520	1525.643495
3	5	2	1	19928.191699	1560.401449
3	5	3	0	19540.559074	1440.404672
3	5	3	1	20701.460750	1518.690209
3	5	4	0	20768.951671	1398.470947
3	5	4	1	19800.109099	1485.141770
3	5	5	0	20258.953779	1504.558895
3	5	5	1	19678.074365	1560.880667
4	5	1	0	20194.574720	1366.968101
4	5	1	1	20193.082516	1386.887666
4	5	2	0	-76614.120017	16721.723137
4	5	2	1	25920.237220	13642.905998
4	5	3	0	21190.034939	1472.963451
4	5	3	1	19949.241517	1435.680135
4	5	4	0	19345.526732	1472.321549
4	5	4	1	19592.863158	1338.089925
4	5	5	0	19853.366015	1521.153758
4	5	5	1	19161.539864	1480.809926
1	6	1	0	656.069289	1213.024863
1	6	1	1	-1.000000	-1.000000
1	6	2	0	1240.590911	572.347055
1	6	2	1	-1.000000	-1.000000
1	6	3	0	1339.748051	557.570197
1	6	3	1	-1.000000	-1.000000
2	6	1	0	1124.512785	215.191883
2	6	1	1	-1.000000	-1.000000
2	6	2	0	1227.579503	297.188832
2	6	2	1	-1.000000	-1.000000
2	6	3	0	1217.327060	287.547780
2	6	3	1	-1.000000	-1.000000
2	6	4	0	1191.970242	501.541539
2	6	4	1	-1.000000	-1.000000
2	6	5	0	1188.092356	254.331636
2	6	5	1	-1.000000	-1.000000
2	6	6	0	1190.353554	306.585108
2	6	6	1	-1.000000	-1.000000
2	6	7	0	1156.606797	247.752437
2	6	7	1	-1.000000	-1.000000
3	6	1	0	11320.119387	2612.831801
3	6	1	1	-1.000000	-1.000000
3	6	2	0	7889.654374	2277.303900
3	6	2	1	-1.000000	-1.000000
3	6	3	0	10137.143061	3075.105293
3	6	3	1	-1.000000	-1.000000
3	6	4	0	-1.000000	-1.000000
3	6	4	1	-1.000000	-1.000000
3	6	5	0	6365.932720	3076.258749
3	6	5	1	-1.000000	-1.000000
3	6	6	0	4982.480377	2271.002631
3	6	6	1	-1.000000	-1.000000
4	6	1	0	-1.000000	-1.000000
4	6	1	1	24577.053808	9185.286175
4	6	2	0	-1.000000	-1.000000
4	6	2	1	10463.976210	3065.651583
4	6	3	0	-1.000000	-1.000000
4	6	3	1	8253.444097	4808.236954
4	6	4	0	-1.000000	-1.000000
4	6	4	1	11034.834426	4074.535142
4	6	5	0	-1.000000	-1.000000
4	6	5	1	12253.523073	3168.520030
4	6	6	0	-1.000000	-1.000000
4	6	6	1	11062.444737	18273.240180
5	6	1	0	1286.181823	761.672236
5	6	1	1	-1.000000	-1.000000
5	6	2	0	1154.458855	331.199934
5	6	2	1	-1.000000	-1.000000
