#Sector	Layer	Component	Order	Mean	Sigma

1	3	3	1	16998.101807	1595.660215
2	3	1	0	16415.579539	1622.118384
2	3	1	1	16526.361601	1669.627373
2	3	2	0	16591.001638	1822.655840
2	3	2	1	16289.940293	1801.154097
2	3	3	0	16702.386363	1720.627805
2	3	3	1	16823.989219	1592.669762
2	3	4	0	16757.386758	1748.504321
2	3	4	1	17016.135191	1708.366484
2	3	5	0	16578.963924	1746.989831
2	3	5	1	16578.963924	1746.989831
2	3	6	0	16741.703235	1674.153020
2	3	6	1	16690.132853	1750.735417
2	3	7	0	16603.256545	1620.106572
2	3	7	1	16703.734599	1690.870378
3	3	1	0	18051.686402	1560.763427
3	3	1	1	18719.720148	1527.961797
3	3	2	0	18219.343199	1578.593920
3	3	2	1	18880.744419	1594.419332
3	3	3	0	18431.223501	1644.720745
3	3	3	1	17760.277884	1524.447871
3	3	4	0	18655.823779	1523.233487
3	3	4	1	18730.746974	1586.140016
3	3	5	0	20000.200488	2000.282329
3	3	5	1	18000.869332	2000.152169
3	3	6	0	21553.279157	4710.048704
3	3	6	1	18891.050575	1598.302123
4	3	1	0	19588.075964	1569.648446
4	3	1	1	18732.176709	1515.820949
4	3	2	0	19114.913133	3352.970316
4	3	2	1	18016.145804	3541.552833
4	3	3	0	18823.617054	1450.958629
4	3	3	1	18628.167784	1389.411223
4	3	4	0	17495.279072	1575.705191
4	3	4	1	17341.581354	1555.090686
4	3	5	0	18584.568462	1632.894253
4	3	5	1	18427.964185	1599.335744
4	3	6	0	18195.959150	1660.248729
4	3	6	1	17441.282693	1607.876949
5	3	1	0	16233.095566	1554.995045
5	3	1	1	16433.066439	1598.896628
5	3	2	0	16497.917515	1779.867402
5	3	2	1	16827.301295	1672.008259
1	4	1	0	17009.888303	1675.395020
1	4	1	1	16876.568184	1642.822302
1	4	2	0	17087.662326	1735.266681
1	4	2	1	16910.178375	1713.752872
1	4	3	0	16966.993920	1778.694280
1	4	3	1	16771.450468	1723.135260
2	4	1	0	16285.426625	1628.459245
2	4	1	1	16226.957991	1595.993763
2	4	2	0	16532.813194	1805.942094
2	4	2	1	16543.019637	1804.049780
2	4	3	0	16712.026285	1641.671880
2	4	3	1	16757.001983	1658.281747
2	4	4	0	16506.079479	1761.236352
2	4	4	1	16521.874222	1658.799895
2	4	5	0	16482.896959	1676.145554
2	4	5	1	17125.122734	1729.990393
2	4	6	0	16568.824146	1698.644422
2	4	6	1	16762.806687	1712.812533
2	4	7	0	17010.184385	1784.809148
2	4	7	1	16751.006162	1836.586240
3	4	1	0	19083.650623	3202.069433
3	4	1	1	17829.541583	3360.650977
3	4	2	0	18150.646849	1704.836319
3	4	2	1	18531.407916	1720.501558
3	4	3	0	17408.077069	1583.778688
3	4	3	1	17826.010212	1565.885236
3	4	4	0	17928.526453	1458.841221
3	4	4	1	17622.260860	1365.214160
3	4	5	0	17474.124602	1601.292822
3	4	5	1	16863.212471	1610.191115
3	4	6	0	16713.422298	1588.747070
3	4	6	1	16981.963784	1570.473378
4	4	1	0	18616.702880	1576.141429
4	4	1	1	18422.291377	1570.997413
4	4	2	0	17930.158816	1378.159895
4	4	2	1	18209.072687	1422.047825
4	4	3	0	17653.971394	1424.702814
4	4	3	1	17536.797907	1511.997996
4	4	4	0	17475.511532	1473.071947
4	4	4	1	17337.539050	1455.212922
4	4	5	0	18595.177123	1523.630672
4	4	5	1	17598.322720	1444.405325
4	4	6	0	17049.753586	1294.802293
4	4	6	1	17782.978448	1310.765999
5	4	1	0	16336.388290	1736.994307
5	4	1	1	16864.068019	1732.235690
5	4	2	0	16541.378879	1664.856703
5	4	2	1	16708.531494	1616.391421
1	5	1	0	16686.394568	1610.129432
1	5	1	1	16686.394568	1610.129432
1	5	2	0	17152.178057	1783.050069
1	5	2	1	17200.523029	1748.399649
1	5	3	0	16788.577355	1734.017805
1	5	3	1	16734.499995	1720.370930
2	5	1	0	17044.428111	1728.454339
2	5	1	1	16590.314631	1713.795379
2	5	2	0	16556.874375	1691.628478
2	5	2	1	16425.817141	1710.579746
2	5	3	0	17238.289303	1640.221487
2	5	3	1	16678.783059	1668.454823
2	5	4	0	16943.538152	1810.703524
2	5	4	1	17067.598604	1722.499265
2	5	5	0	16566.391366	1753.656544
2	5	5	1	16745.493221	1767.515967
2	5	6	0	16745.154479	1745.798525
2	5	6	1	16790.052991	1695.824454
2	5	7	0	16325.184786	1689.376754
2	5	7	1	16335.081593	1763.834192
3	5	1	0	17153.698865	1463.360541
3	5	1	1	17270.516317	1481.395377
3	5	2	0	17173.570346	1492.097755
3	5	2	1	17174.292665	1499.917346
3	5	3	0	17290.692505	1475.286664
3	5	3	1	17732.548240	1555.530755
3	5	4	0	17525.676873	1575.678105
3	5	4	1	17406.388482	1569.034824
3	5	5	0	17232.834556	1643.349759
3	5	5	1	17284.998143	1636.386735
4	5	1	0	17227.837654	1472.239719
4	5	1	1	17312.712886	1426.945319
4	5	2	0	17063.199004	1511.032893
4	5	2	1	17543.466683	1506.249058
4	5	3	0	17422.359593	1454.799588
4	5	3	1	17323.345383	1404.154738
4	5	4	0	17047.607469	1484.052861
4	5	4	1	17444.816477	1422.439458
4	5	5	0	17254.876488	1504.021414
4	5	5	1	16982.935924	1443.016169
1	6	1	0	16005.280201	3655.821864
1	6	1	1	-1.000000	-1.000000
1	6	2	0	15634.677594	3586.883728
1	6	2	1	-1.000000	-1.000000
1	6	3	0	12801.877997	4081.674457
1	6	3	1	-1.000000	-1.000000
2	6	1	0	96089.617986	132381.560071
2	6	1	1	-1.000000	-1.000000
2	6	2	0	21248.968195	1910.993482
2	6	2	1	-1.000000	-1.000000
2	6	3	0	19671.574478	1786.318042
2	6	3	1	-1.000000	-1.000000
2	6	4	0	16632.220517	3640.610338
2	6	4	1	-1.000000	-1.000000
2	6	5	0	21433.514466	16892.488784
2	6	5	1	-1.000000	-1.000000
2	6	6	0	17873.297298	3590.359203
2	6	6	1	-1.000000	-1.000000
2	6	7	0	22069.834553	18729.697682
2	6	7	1	-1.000000	-1.000000
3	6	1	0	11446.030792	3019.614837
3	6	1	1	-1.000000	-1.000000
3	6	2	0	11161.223537	2816.342233
3	6	2	1	-1.000000	-1.000000
3	6	3	0	8798.471007	2902.132941
3	6	3	1	-1.000000	-1.000000
3	6	4	0	24136.699358	7541.308488
3	6	4	1	-1.000000	-1.000000
3	6	5	0	7398.200823	2992.748306
3	6	5	1	-1.000000	-1.000000
3	6	6	0	11618.696992	3081.219577
3	6	6	1	-1.000000	-1.000000
4	6	1	0	-1.000000	-1.000000
4	6	1	1	1530.482668	522.544614
4	6	2	0	-1.000000	-1.000000
4	6	2	1	2682.602610	887.392668
4	6	3	0	-1.000000	-1.000000
4	6	3	1	2734.040181	1100.500626
4	6	4	0	-1.000000	-1.000000
4	6	4	1	10636.349775	2497.640999
4	6	5	0	-1.000000	-1.000000
4	6	5	1	6228.086521	1134.965984
4	6	6	0	-1.000000	-1.000000
4	6	6	1	7226.154989	733.206053
5	6	1	0	15523.712638	4271.608652
5	6	1	1	-1.000000	-1.000000
5	6	2	0	19077.201245	3910.258107
5	6	2	1	-1.000000	-1.000000
