#Sector	Layer	Component	Order	Mean	Sigma

2	2	2	1	9594.324962	1963.316764
2	2	3	0	7886.067600	1209.913684
2	2	3	1	10766.668957	1589.468851
2	2	4	0	11576.327495	1569.086323
2	2	4	1	10997.966601	1548.887628
2	2	5	0	8356.497742	1206.344973
2	2	5	1	9011.352870	1225.776325
2	2	6	0	9426.948458	1271.608554
2	2	6	1	12091.741306	1638.531090
2	2	7	0	10997.610627	1521.912004
2	2	7	1	10415.085930	1411.551360
3	2	1	0	4359.674361	452.605511
3	2	1	1	15154.125043	1360.245646
3	2	2	0	8156.521792	823.906823
3	2	2	1	9164.256226	905.188172
3	2	3	0	7228.244820	811.298746
3	2	3	1	6248.843103	710.018236
3	2	4	0	7208.080881	812.694020
3	2	4	1	7217.643036	824.765716
3	2	5	0	8117.155309	968.337888
3	2	5	1	7779.248887	899.052833
3	2	6	0	4812.579751	611.560482
3	2	6	1	6366.339386	808.086427
4	2	1	0	12993.031503	1358.055591
4	2	1	1	12927.171817	1284.508995
4	2	2	0	7100.580748	713.373000
4	2	2	1	7967.321074	802.819703
4	2	3	0	8108.974400	839.525701
4	2	3	1	7864.884184	841.140900
4	2	4	0	6320.888846	725.922649
4	2	4	1	5973.948928	671.771554
4	2	5	0	17347.725627	1503.890130
4	2	5	1	8161.264753	964.458593
4	2	6	0	4146.785974	1159.477405
4	2	6	1	3999.654204	506.908268
5	2	1	0	8587.058665	1320.734480
5	2	1	1	11066.010961	1573.559075
5	2	2	0	12372.751167	1613.146210
5	2	2	1	10792.028829	1597.637250
1	3	1	0	14552.715326	1556.718998
1	3	1	1	15894.454908	1648.959354
1	3	2	0	16394.769405	1743.837879
1	3	2	1	14342.687342	1654.058029
1	3	3	0	16970.393507	1642.379472
1	3	3	1	19184.221640	1474.266094
2	3	1	0	7251.160697	1037.450118
2	3	1	1	7914.339857	1156.281058
2	3	2	0	14615.878334	1803.458650
2	3	2	1	11863.115799	1641.838522
2	3	3	0	10279.515518	1423.152950
2	3	3	1	10927.768056	1468.843242
2	3	4	0	10820.083746	1538.098263
2	3	4	1	11660.203759	1576.548021
2	3	5	0	11007.066863	1479.290445
2	3	5	1	9361.439197	1237.231810
2	3	6	0	10810.540094	1417.354731
2	3	6	1	11003.280474	1547.057059
2	3	7	0	9837.541257	1306.593139
2	3	7	1	11053.091968	1522.176156
3	3	1	0	5492.398533	583.850095
3	3	1	1	5131.117767	533.437423
3	3	2	0	6400.245398	678.993806
3	3	2	1	6928.730058	764.316660
3	3	3	0	4870.945858	546.835621
3	3	3	1	6213.930190	651.663465
3	3	4	0	14285.128556	1596.216956
3	3	4	1	12139.879717	1410.554338
3	3	5	0	6403.744489	3167.602124
3	3	5	1	7599.427063	2135.568237
3	3	6	0	7491.677762	2576.360918
3	3	6	1	11331.881387	1369.307635
4	3	1	0	18307.712741	1598.734080
4	3	1	1	17198.723413	1645.835640
4	3	2	0	12635.703072	848.842606
4	3	2	1	7235.168829	819.082941
4	3	3	0	17870.707271	1509.795608
4	3	3	1	21064.013647	4710.465031
4	3	4	0	6866.639614	822.813062
4	3	4	1	7763.600279	907.818173
4	3	5	0	6370.698955	758.396307
4	3	5	1	7481.830502	852.852666
4	3	6	0	5168.627677	1419.673879
4	3	6	1	5593.706288	642.271627
5	3	1	0	8775.847481	1281.474764
5	3	1	1	9651.834447	1426.922146
5	3	2	0	13568.217996	1752.437822
5	3	2	1	11390.196932	1513.487056
1	4	1	0	10978.619511	1227.029909
1	4	1	1	13174.583056	1443.115223
1	4	2	0	18412.286431	1669.683092
1	4	2	1	17010.372689	1687.620663
1	4	3	0	18548.394461	1697.272385
1	4	3	1	16548.272753	1713.207177
2	4	1	0	5421.540214	817.167828
2	4	1	1	5013.201739	714.834167
2	4	2	0	11778.534837	1591.207957
2	4	2	1	9513.047337	1293.059811
2	4	3	0	10497.526497	1403.224062
2	4	3	1	14387.387088	1679.934350
2	4	4	0	9522.059623	1386.295436
2	4	4	1	8820.392743	1220.348301
2	4	5	0	12109.651186	1578.908255
2	4	5	1	18526.328588	1663.196728
2	4	6	0	8520.349434	1228.836916
2	4	6	1	11672.597992	1531.082148
2	4	7	0	22933.005642	5293.650616
2	4	7	1	18585.211278	1811.077481
3	4	1	0	9604.694496	1045.137708
3	4	1	1	4759.302142	516.852069
3	4	2	0	5994.737895	661.008730
3	4	2	1	5590.154416	1442.431467
3	4	3	0	6848.758534	749.046043
3	4	3	1	6570.085631	721.443630
3	4	4	0	18941.945157	1372.117042
3	4	4	1	22727.980605	5046.095772
3	4	5	0	8182.619136	959.807380
3	4	5	1	7592.350559	918.393104
3	4	6	0	9523.299298	1236.995732
3	4	6	1	9953.373869	1261.492461
4	4	1	0	5412.014226	574.117715
4	4	1	1	6684.805722	683.312029
4	4	2	0	6978.353567	753.501989
4	4	2	1	7954.143069	894.065030
4	4	3	0	6983.728154	739.394242
4	4	3	1	6655.554160	702.317292
4	4	4	0	6529.869176	686.527417
4	4	4	1	6727.918691	725.321406
4	4	5	0	8758.633233	971.499941
4	4	5	1	7055.014578	745.726239
4	4	6	0	12729.610064	1317.701384
4	4	6	1	14937.027798	1358.841011
5	4	1	0	12262.221453	1631.964529
5	4	1	1	10458.536740	1307.617967
5	4	2	0	14226.335300	1758.854173
5	4	2	1	14196.766757	1636.239533
1	5	1	0	16262.474327	1565.591770
1	5	1	1	13470.545712	1506.365226
1	5	2	0	17327.213653	1747.384465
1	5	2	1	18497.504370	1708.045717
1	5	3	0	14643.424787	1676.877303
1	5	3	1	13535.635246	1629.124642
2	5	1	0	16225.395271	1727.522143
2	5	1	1	15574.791001	1714.392743
2	5	2	0	14262.499868	1707.186816
2	5	2	1	11507.039344	1570.686832
2	5	3	0	14981.242978	3084.738604
2	5	3	1	14836.284488	1745.886989
2	5	4	0	16960.533759	1806.562324
2	5	4	1	15731.587142	1757.404610
2	5	5	0	9592.244930	1260.956900
2	5	5	1	14277.538883	1669.152345
2	5	6	0	10340.394885	1342.815033
2	5	6	1	15431.699711	1713.278155
2	5	7	0	9515.353055	1317.603476
2	5	7	1	13673.455110	1783.940981
3	5	1	0	8094.853198	751.320430
3	5	1	1	8068.030408	767.192793
3	5	2	0	8351.858196	765.193212
3	5	2	1	7966.079047	750.256292
3	5	3	0	7507.278656	740.457657
3	5	3	1	7420.323040	735.331191
3	5	4	0	7831.022733	886.969860
3	5	4	1	8238.033855	885.498041
3	5	5	0	8660.614873	982.761315
3	5	5	1	8021.353265	956.611911
4	5	1	0	8211.446901	796.721322
4	5	1	1	7891.629313	778.957633
4	5	2	0	15408.598202	1457.661832
4	5	2	1	13416.980465	1320.274485
4	5	3	0	8232.666047	812.484527
4	5	3	1	7738.874760	784.212682
4	5	4	0	7767.406820	770.114255
4	5	4	1	7366.117463	711.188660
4	5	5	0	7611.600512	726.416364
4	5	5	1	7994.202740	756.493470
1	6	1	0	8093.789158	2332.659030
1	6	1	1	-1.000000	-1.000000
1	6	2	0	4091.592344	1782.785682
1	6	2	1	-1.000000	-1.000000
1	6	3	0	4019.467767	1536.984143
1	6	3	1	-1.000000	-1.000000
2	6	1	0	1700.786889	949.354560
2	6	1	1	-1.000000	-1.000000
2	6	2	0	139.575730	1617.037133
2	6	2	1	-1.000000	-1.000000
2	6	3	0	-588.684750	1609.942167
2	6	3	1	-1.000000	-1.000000
2	6	4	0	3958.715548	1752.393306
2	6	4	1	-1.000000	-1.000000
2	6	5	0	1151.637578	1390.610955
2	6	5	1	-1.000000	-1.000000
2	6	6	0	1573.313475	1295.328384
2	6	6	1	-1.000000	-1.000000
2	6	7	0	541.365597	1353.713385
2	6	7	1	-1.000000	-1.000000
3	6	1	0	4147.339458	1205.097728
3	6	1	1	-1.000000	-1.000000
3	6	2	0	2092.476557	820.555529
3	6	2	1	-1.000000	-1.000000
3	6	3	0	4679.378460	1551.477431
3	6	3	1	-1.000000	-1.000000
3	6	4	0	-1.000000	-1.000000
3	6	4	1	-1.000000	-1.000000
3	6	5	0	1026.134059	1057.458403
3	6	5	1	-1.000000	-1.000000
3	6	6	0	1534.691896	629.588434
3	6	6	1	-1.000000	-1.000000
4	6	1	0	-1.000000	-1.000000
4	6	1	1	11688.964026	2719.033895
4	6	2	0	-1.000000	-1.000000
4	6	2	1	4309.099243	1310.882166
4	6	3	0	-1.000000	-1.000000
4	6	3	1	5120.743864	1460.310882
4	6	4	0	-1.000000	-1.000000
4	6	4	1	4523.679525	1275.625536
4	6	5	0	-1.000000	-1.000000
4	6	5	1	4353.890867	964.856862
4	6	6	0	-1.000000	-1.000000
4	6	6	1	12262.960189	761.304089
5	6	1	0	6384.442112	2304.583613
5	6	1	1	-1.000000	-1.000000
5	6	2	0	2581.942087	1216.541353
5	6	2	1	-1.000000	-1.000000
