#Sector	Layer	Component	Order	Mean	Sigma

1	1	1	0	18137.466920	1592.542926
1	1	1	1	18311.485798	1601.708878
1	1	2	0	18954.336039	1734.009738
1	1	2	1	18386.273632	1711.050315
1	1	3	0	18170.232493	1550.145238
1	1	3	1	18146.025058	1562.239442
2	1	1	0	18126.187928	1677.803665
2	1	1	1	18450.401553	1674.496380
2	1	2	0	19211.094286	5693.011409
2	1	2	1	19127.827109	5736.346491
2	1	3	0	17763.356507	1665.458094
2	1	3	1	18356.146414	1595.152826
2	1	4	0	18123.756241	1668.486732
2	1	4	1	18323.307875	1697.824933
2	1	5	0	18104.210033	1743.372133
2	1	5	1	18044.733898	1777.218482
2	1	6	0	18226.235696	1704.859858
2	1	6	1	18187.669173	1731.731029
2	1	7	0	18369.070986	1658.361185
2	1	7	1	19179.735154	1580.866230
3	1	1	0	24358.950090	1315.562742
3	1	1	1	23759.120296	1326.347271
3	1	2	0	24611.797486	4545.689031
3	1	2	1	24146.404520	4563.278333
3	1	3	0	24780.582045	4634.846674
3	1	3	1	25371.241697	4816.726864
3	1	4	0	23521.370797	1290.765847
3	1	4	1	25165.279351	4927.299340
3	1	5	0	20228.850337	5201.437641
3	1	5	1	19920.294177	4931.956996
3	1	6	0	22875.755179	1411.592241
3	1	6	1	23119.614172	1473.843010
4	1	1	0	25674.210910	1308.854817
4	1	1	1	23971.799732	4693.068778
4	1	2	0	24815.893344	4549.330849
4	1	2	1	23256.297094	1375.891634
4	1	3	0	23328.849909	1394.137787
4	1	3	1	25435.117470	4803.128618
4	1	4	0	20165.791260	4792.067940
4	1	4	1	20690.079575	4966.002051
4	1	5	0	20141.996211	5014.464202
4	1	5	1	20001.246164	4986.214766
4	1	6	0	25567.100210	5239.891714
4	1	6	1	16436.898654	1670.191817
5	1	1	0	19888.028515	5492.599327
5	1	1	1	18416.463586	1658.443915
5	1	2	0	20607.708924	5827.854112
5	1	2	1	18176.131805	1670.760559
1	2	1	0	19377.121674	1529.714838
1	2	1	1	19095.010310	1521.733176
1	2	2	0	18792.981629	1690.624061
