2	1	6	4.708333	-1.869444	0.176580	0.072913
2	1	7	3.191667	1.222222	0.347711	0.237593
2	1	4	4.808333	-1.697222	0.154785	0.031056
2	1	5	4.650000	-1.659375	0.126244	0.086996
2	1	2	-1.552778	0.455556	0.108618	0.095581
2	1	3	-1.283333	0.463889	0.220479	0.089451
2	1	1	-1.136111	0.825000	0.180897	0.101721
1	3	3	-0.602778	-3.316667	0.200328	0.134371
1	3	2	-0.844444	-3.613889	0.367381	0.196360
1	3	1	0.550000	-2.341667	0.300463	0.206324
3	4	4	1.402778	3.225000	1.378654	1.048710
3	4	5	-0.852778	0.422222	0.164547	0.090096
3	4	6	0.622222	0.430556	0.311458	0.212876
5	4	1	-0.811111	-0.238889	0.279163	0.172848
3	4	1	2.927778	0.511111	1.050294	0.748620
3	4	2	1.127778	-1.536111	0.342467	0.240835
3	4	3	1.558333	-1.022222	0.352865	0.231674
4	5	3	0.083333	-0.472222	0.181046	0.080316
4	5	4	-1.061111	-2.286111	0.183754	0.111562
1	2	1	0.855556	-1.819444	0.678005	0.466410
1	2	2	-1.036111	-3.641667	0.509031	0.269387
1	2	3	-0.716667	-3.602778	0.767210	0.476816
4	1	4	-0.772222	-2.075000	0.221875	0.173405
4	1	5	0.727778	-0.769444	0.069166	0.058068
4	1	6	-2.077778	0.013889	0.347300	0.161422
5	3	2	0.827778	2.802778	0.321551	0.233614
4	1	2	2.133333	-0.236111	0.250555	0.164828
4	1	3	-2.180556	-2.375000	1.019278	0.773026
3	1	3	-0.252778	-3.547222	0.410106	0.293670
3	1	2	3.294444	1.144444	0.626474	0.455793
3	1	1	3.094444	0.158333	0.323560	0.210324
3	1	6	1.905556	1.736111	0.089581	0.040158
3	1	5	-1.072222	0.727778	0.205631	0.139665
3	1	4	-1.238889	0.600000	0.056656	0.000000
1	1	1	-0.338889	-3.225000	0.345026	0.182764
1	1	3	-1.237500	-3.878125	0.892241	0.511117
1	1	2	0.886111	-2.041667	0.580662	0.396950
5	2	1	0.063889	0.661111	0.467501	0.274143
5	2	2	0.883333	2.758333	0.220479	0.174205
4	2	1	2.927778	0.752778	0.924545	0.671539
4	2	3	-0.013889	-0.033333	0.426486	0.295804
4	2	2	0.319444	-1.758333	0.296338	0.190212
4	2	5	-2.341667	-4.027778	1.150151	0.927695
4	2	4	2.433333	1.336111	0.136423	0.124505
4	2	6	-1.169444	0.777778	0.066955	0.047791
5	3	1	-0.141176	0.441176	0.161095	0.117867
4	4	3	-0.975000	-1.200000	0.121621	0.083333
4	4	2	2.175000	0.002778	0.314576	0.170353
4	4	1	0.825000	-1.477778	0.359108	0.281968
4	4	6	-3.480556	-1.561111	0.765241	0.765317
4	4	5	2.313889	1.388889	0.690774	0.517085
4	4	4	-1.741667	-3.066667	0.067185	0.079931
2	4	5	3.644444	-2.969444	0.753858	0.538810
2	4	4	5.183333	-1.166667	0.180278	0.089753
2	4	7	3.927778	1.830556	0.876265	0.718242
2	4	6	4.647222	-2.005556	0.428976	0.317494
2	4	1	-1.575000	0.452778	0.171796	0.103377
2	4	3	-2.436111	-0.627778	0.568088	0.384499
2	4	2	-1.400000	0.316667	0.324037	0.239212
4	1	1	9.450000	7.511111	3.251581	2.155649
4	3	6	1.572222	3.263889	0.943284	0.635917
4	3	4	2.513889	1.591667	0.506021	0.303795
4	3	5	2.105556	0.375000	0.468119	0.266797
4	3	2	-0.477778	-3.019444	1.013824	0.803143
4	3	3	2.155556	1.702778	0.759182	0.712872
4	3	1	2.563889	1.236111	0.638967	0.619768
3	3	5	-2.850000	-0.513889	0.560010	0.418929
3	3	4	-2.766667	-1.769444	1.267763	0.893206
4	5	2	0.305556	-1.369444	0.816137	0.569634
3	3	6	-0.450000	-1.650000	0.682113	0.485341
3	3	1	2.711111	-0.563889	0.181472	0.095460
4	5	5	0.758333	0.055556	0.153885	0.116534
3	3	3	5.591667	2.658333	0.678284	0.407312
3	3	2	2.430556	0.347222	0.813453	0.591719
2	5	2	-1.677778	0.347222	0.399382	0.247472
2	5	3	-1.102778	0.741667	0.251922	0.193828
2	5	1	0.250000	2.211111	0.548483	0.286044
2	5	6	4.480556	-2.394444	0.603954	0.435854
2	5	7	3.362500	1.087500	0.646505	0.424816
2	5	4	4.386111	-2.061111	0.181663	0.104822
2	5	5	4.272222	-2.386111	0.654519	0.402011
5	4	2	0.411111	2.202778	0.124226	0.056451
2	2	7	2.377778	0.169444	0.183502	0.070983
2	2	6	4.636111	-1.966667	0.332000	0.261406
2	2	5	4.625000	-1.575000	0.108333	0.088585
2	2	4	3.727778	-2.500000	0.159184	0.091287
2	2	3	-0.422222	1.241667	0.628539	0.335927
2	2	2	-1.275000	0.602778	0.107044	0.051295
2	2	1	-1.408333	0.233333	0.450694	0.264575
1	5	1	0.947222	-2.058333	0.441422	0.259406
1	5	3	0.672222	-2.166667	0.232273	0.140436
1	5	2	-0.452778	-3.244444	0.144791	0.074328
2	3	4	5.100000	-1.475000	0.083333	0.108333
2	3	5	5.044444	-1.480556	0.286205	0.160847
2	3	6	4.550000	-2.030556	0.000000	0.050384
2	3	7	3.236111	0.986111	0.216542	0.134170
2	3	1	-1.686111	0.213889	0.194940	0.101113
2	3	2	-1.391667	0.708333	0.344903	0.269902
2	3	3	-0.394444	1.308333	0.103935	0.069222
3	2	2	3.936111	1.530556	0.185447	0.128170
3	2	3	-4.763889	-7.883333	0.910709	0.505800
3	2	1	2.483333	-1.011111	2.181233	1.621689
3	2	6	0.661111	0.266667	0.590093	0.364005
3	2	4	-2.119444	-0.494444	0.108191	0.057467
3	2	5	-0.391667	1.200000	0.507513	0.308221
1	4	2	0.088889	-2.686111	0.182236	0.079592
1	4	3	0.916667	-1.722222	0.224227	0.147406
1	4	1	-0.452778	-3.408333	0.366467	0.204294
5	1	1	-0.644444	-0.102778	0.243749	0.161135
5	1	2	3.088889	3.461111	0.745832	0.436385
4	5	1	1.772222	0.058333	0.078567	0.062915
3	5	5	-0.227778	0.655556	0.114531	0.057467
3	5	4	0.144444	1.719444	0.260282	0.151051
3	5	3	-0.386111	-3.127778	0.813225	0.594237
3	5	2	1.786111	-0.986111	0.057265	0.089451
3	5	1	2.797222	-0.241667	0.011453	0.041667
1	6	1	0.000000	0.000000	0.000000	0.000000
1	6	2	0.000000	0.000000	0.000000	0.000000
1	6	3	0.000000	0.000000	0.000000	0.000000
2	6	1	0.000000	0.000000	0.000000	0.000000
2	6	2	0.000000	0.000000	0.000000	0.000000
2	6	3	0.000000	0.000000	0.000000	0.000000
2	6	4	0.000000	0.000000	0.000000	0.000000
2	6	5	0.000000	0.000000	0.000000	0.000000
2	6	6	0.000000	0.000000	0.000000	0.000000
2	6	7	0.000000	0.000000	0.000000	0.000000
3	6	1	0.000000	0.000000	0.000000	0.000000
3	6	2	0.000000	0.000000	0.000000	0.000000
3	6	3	0.000000	0.000000	0.000000	0.000000
3	6	4	0.000000	0.000000	0.000000	0.000000
3	6	5	0.000000	0.000000	0.000000	0.000000
3	6	6	0.000000	0.000000	0.000000	0.000000
4	6	1	0.000000	0.000000	0.000000	0.000000
4	6	2	0.000000	0.000000	0.000000	0.000000
4	6	3	0.000000	0.000000	0.000000	0.000000
4	6	4	0.000000	0.000000	0.000000	0.000000
4	6	5	0.000000	0.000000	0.000000	0.000000
4	6	6	0.000000	0.000000	0.000000	0.000000
5	6	1	0.000000	0.000000	0.000000	0.000000
5	6	2	0.000000	0.000000	0.000000	0.000000
