# BAND SETUP, Crate 66, Fadcs from 3 to 8 and 10
# CRATE - SLOT - CHANNEL - PEDESTAL - NSB - NSA - TET - WINDOW_OFF - WINDOW_SIZE
66	13	1	129.878	4	24	82	1000	500
66	13	2	110.236	4	24	82	1000	500
66	13	3	117.135	4	24	82	1000	500
66	13	4	109.148	4	24	82	1000	500
66	13	5	102.483	4	24	82	1000	500
66	13	6	146.758	4	24	82	1000	500
66	13	7	109.347	4	24	82	1000	500
66	13	8	129.21	4	24	82	1000	500
66	13	9	110.35	4	24	82	1000	500
66	13	10	106.369	4	24	82	1000	500
66	13	11	96.193	4	24	82	1000	500
66	13	12	99.597	4	24	82	1000	500
66	13	13	108.201	4	24	82	1000	500
66	13	14	111.721	4	24	82	1000	500
66	13	15	83.071	4	24	82	1000	500
66	14	0	57.493	4	24	82	1000	500
66	14	1	79.673	4	24	82	1000	500
66	14	2	91.545	4	24	82	1000	500
66	14	3	98.015	4	24	82	1000	500
66	14	4	149.929	4	24	82	1000	500
66	14	5	154.762	4	24	82	1000	500
66	14	6	106.518	4	24	82	1000	500
66	14	7	128.929	4	24	82	1000	500
66	14	8	71.718	4	24	82	1000	500
66	14	9	104.737	4	24	82	1000	500
66	14	10	96.929	4	24	82	1000	500
66	14	11	100.236	4	24	82	1000	500
66	14	12	106.991	4	24	82	1000	500
66	14	13	105.991	4	24	82	1000	500
66	14	14	131.245	4	24	82	1000	500
66	14	15	94.367	4	24	82	1000	500
66	15	0	82.743	4	24	82	1000	500
66	15	1	71.003	4	24	82	1000	500
66	15	2	75.839	4	24	82	1000	500
66	15	3	82.749	4	24	82	1000	500
66	15	4	57.28	4	24	82	1000	500
66	15	5	91.411	4	24	82	1000	500
66	15	6	119.115	4	24	82	1000	500
66	15	7	89.059	4	24	82	1000	500
66	15	8	95.293	4	24	82	1000	500
66	15	9	93.092	4	24	82	1000	500
66	15	10	78.722	4	24	82	1000	500
66	15	11	60.951	4	24	82	1000	500
66	15	12	94.75	4	24	82	1000	500
66	15	13	76.989	4	24	82	1000	500
66	15	14	105.27	4	24	82	1000	500
66	15	15	94.632	4	24	82	1000	500
66	16	0	101.761	4	24	82	1000	500
66	16	1	81.854	4	24	82	1000	500
66	16	2	78.723	4	24	82	1000	500
66	16	3	71.657	4	24	82	1000	500
66	16	4	92.862	4	24	82	1000	500
66	16	5	72.479	4	24	82	1000	500
66	16	6	92.649	4	24	82	1000	500
66	16	7	39.749	4	24	82	1000	500
66	16	8	93.512	4	24	82	1000	500
66	16	9	63.149	4	24	82	1000	500
66	16	10	72.301	4	24	82	1000	500
66	16	11	71.031	4	24	82	1000	500
66	16	12	86.804	4	24	82	1000	500
66	16	13	90.912	4	24	82	1000	500
66	16	14	82.902	4	24	82	1000	500
66	16	15	81.689	4	24	82	1000	500
66	17	0	94.924	4	24	82	1000	500
66	17	1	93.642	4	24	82	1000	500
66	17	2	112.977	4	24	82	1000	500
66	17	3	97.635	4	24	82	1000	500
66	17	4	93.864	4	24	82	1000	500
66	17	5	100.299	4	24	82	1000	500
66	17	6	104.552	4	24	82	1000	500
66	17	7	104.84	4	24	82	1000	500
66	17	8	114.412	4	24	82	1000	500
66	17	9	118.392	4	24	82	1000	500
66	17	10	118.552	4	24	82	1000	500
66	17	11	81.8	4	24	82	1000	500
66	17	12	98.725	4	24	82	1000	500
66	17	13	80.254	4	24	82	1000	500
66	17	14	66.184	4	24	82	1000	500
66	17	15	97.201	4	24	82	1000	500
66	18	0	114.33	4	24	82	1000	500
66	18	1	103.147	4	24	82	1000	500
66	18	2	104.142	4	24	82	1000	500
66	18	3	114.22	4	24	82	1000	500
66	18	4	93.634	4	24	82	1000	500
66	18	5	118.123	4	24	82	1000	500
